ID,NAME,TYPE,COUNTRY,REGION,GRAPES,BODY,ACIDITY,PRICE,VINTAGE,DESCRIPTION,URL,IMAGE_URL 
3768,"Raats Family Wines, Cabernet Franc, Stellenbosch, South Africa",Red Wine,South Africa,Stellenbosch,Cabernet Franc ,4,4,29.95,2017,"A sexy, luscious Cabernet Franc that is the definition of elegance. Harmoniously integrated flavours of blackberry, black cherry and plum mingle with tobacco, cinnamon and spice. Tannins are soft and gentle on the palate, and hints of dark choclate and minerality on the long finish. A wine gently crafted with great love, and to be enjoyed the same way.   ",,https://www.alliancewine.com//images/products/BOTTLE_2925.png?mode=pad
3767,"Majella, Sparkling Shiraz, Coonawarra, Australia",Red Wine,Australia,Coonawarra,Shiraz ,5,3,29.95,2020,"One of Australia's best sparkling red wines. Full flavoured with a subtle balance of fruit and vanilla wood, hints of spice cinnamon and pepper with a presence of yeasty bread characteristics with soft acid balance to finish the palate.",,https://www.alliancewine.com//images/products/BOTTLE_2899.png?mode=pad
3766,"Majella, Sparkling Shiraz, Coonawarra, Australia",Red Wine,Australia,Coonawarra,Shiraz ,5,3,29.95,2019,"One of Australia's best sparkling red wines. Full flavoured with a subtle balance of fruit and vanilla wood, hints of spice cinnamon and pepper with a presence of yeasty bread characteristics with soft acid balance to finish the palate.",,https://www.alliancewine.com//images/products/BOTTLE_2899.png?mode=pad
3765,"B Vintners Liberté Pinotage, Stellenbosch, South Africa",Red Wine,South Africa,Stellenbosch,Pinotage ,4,3,29.95,2018,"Elegance, freshness and finesse is key, still remaining concentrated and age able. Flavours of fresh cherries, blackcurrant and potpourri reveals itself first, with subtleties of dried herbs and spice lending complexity. The palate follows through with fruit concentration, intricate and dense structure, while hints of savoury and spice gives dimensions. The lingering taste of blueberries, is a great reminder of the wines complexity.",,https://www.alliancewine.com//images/products/BOTTLE_2046.png?mode=pad
3764,"B Vintners Liberté Pinotage, Stellenbosch, South Africa",Red Wine,South Africa,Stellenbosch,Pinotage ,4,3,29.95,2017,"Elegance, freshness and finesse is key, still remaining concentrated and age able. Flavours of fresh cherries, blackcurrant and potpourri reveals itself first, with subtleties of dried herbs and spice lending complexity. The palate follows through with fruit concentration, intricate and dense structure, while hints of savoury and spice gives dimensions. The lingering taste of blueberries, is a great reminder of the wines complexity.",,https://www.alliancewine.com//images/products/BOTTLE_2046.png?mode=pad
3763,"Equipo Navazos, Colet Navazos Extra Brut, DO Penedés, Spain",White Wine,Spain,Jerez,Xarel-lo ,0,0,29.95,2017,"Bone-dry, it has virtually no residual sugar, but still a refreshing sparkling wine. Rich, toasty and savoury, with a creamy mousse, a dry finish and lots of nutty, honey notes. With the added twist of saline from the aging under flor yeast, and the addition of Palo Cortado and Amontillado which gives it a subtle complexity.",,https://www.alliancewine.com//images/products/BOTTLE_1703.png?mode=pad
3762,"Equipo Navazos, Colet Navazos Extra Brut, DO Penedés, Spain",White Wine,Spain,Jerez,Xarel-lo ,0,0,29.95,2015,"Bone-dry, it has virtually no residual sugar, but still a refreshing sparkling wine. Rich, toasty and savoury, with a creamy mousse, a dry finish and lots of nutty, honey notes. With the added twist of saline from the aging under flor yeast, and the addition of Palo Cortado and Amontillado which gives it a subtle complexity.",,https://www.alliancewine.com//images/products/BOTTLE_1703.png?mode=pad
3761,"Klur Natur, Pet en l'air, Alsace, France",White Wine,France,Alsace," Muscat , Riesling ",4,3,28.95,2018,"Extremely delicate aromas of grape juice have been extracted from the gentle pressing, with fine bubbles and plenty of length on the finish.",,https://www.alliancewine.com//images/products/BOTTLE_3491.png?mode=pad
3760,"Klur Natur, Pet en l'air, Alsace, France",White Wine,France,Alsace," Muscat , Riesling ",4,3,28.95,2019,"Extremely delicate aromas of grape juice have been extracted from the gentle pressing, with fine bubbles and plenty of length on the finish.",,https://www.alliancewine.com//images/products/BOTTLE_3491.png?mode=pad
3759,"La Tour Melas, Idylle Rosé, Achinos, Greece",Rosé Wine,Greece,Achinos," Syrah ,  Agiorgitiko , Grenache ",0,0,27.95,2018,"A Light salmon colour and an explosive nose with hints of flower, strawberry and citrus. The mouth is aromatic, with flavours of grapefruit, pepper and stone fruit, which give a very enjoyable character to the wine. Juicy, fairly dry, clean and refreshing, it is a very pleasant wine, ideally pairing with all summer dishes.",,https://www.alliancewine.com//images/products/BOTTLE_3039.png?mode=pad
3758,"La Tour Melas, Idylle Rosé, Achinos, Greece",Rosé Wine,Greece,Achinos," Syrah ,  Agiorgitiko , Grenache ",0,0,27.95,2017,"A Light salmon colour and an explosive nose with hints of flower, strawberry and citrus. The mouth is aromatic, with flavours of grapefruit, pepper and stone fruit, which give a very enjoyable character to the wine. Juicy, fairly dry, clean and refreshing, it is a very pleasant wine, ideally pairing with all summer dishes.",,https://www.alliancewine.com//images/products/BOTTLE_3039.png?mode=pad
3757,"Iona, Solace, Elgin, South Africa",Red Wine,South Africa,Elgin,Syrah ,4,3,27.95,2018,"Red berry fruit, full of spice, white pepper and floral notes. Supple, intense palate with fine tannin matched by plenty of fruit.",,https://www.alliancewine.com//images/products/BOTTLE_2586.png?mode=pad
3756,"Iona, One Man Band White, Elgin, South Africa",White Wine,South Africa,Elgin," Semillon , Sauvignon Blanc ",0,0,27.95,2017,A rich creamy texture with white fruit and mineral undertones.,,https://www.alliancewine.com//images/products/BOTTLE_2063.png?mode=pad
3755,"Domaine Francois Crochet, Sancerre Blanc, Les Perrois, Loire, France",White Wine,France,Loire,Sauvignon Blanc ,2,4,27.95,2020,"The nose is very fresh, pure and elegant with blackcurrant leaf and gooseberry. This textbook Sancerre has fruit and minerality perfect proportions. Fresh citrus fruit acidity supports stony fruit and stony minerality on the palate. The wines from Francois and Carine Crochet are some of the most precise and refined Sancerre around. With power and elegance and purity this wine really stands out. ",,https://www.alliancewine.com//images/products/BOTTLE_1190.png?mode=pad
3754,"Domaine Francois Crochet, Sancerre Blanc, Les Perrois, Loire, France",White Wine,France,Loire,Sauvignon Blanc ,2,4,27.95,2019,"The nose is very fresh, pure and elegant with blackcurrant leaf and gooseberry. This textbook Sancerre has fruit and minerality perfect proportions. Fresh citrus fruit acidity supports stony fruit and stony minerality on the palate. The wines from Francois and Carine Crochet are some of the most precise and refined Sancerre around. With power and elegance and purity this wine really stands out. ",,https://www.alliancewine.com//images/products/BOTTLE_1190.png?mode=pad
3753,"Bodegas Luis Cañas, Selección de la Familia Rioja Reserva, DOCa Rioja, Spain",Red Wine,Spain,DOCa Rioja," Field Blend , Tempranillo ",0,0,27.95,2016,"A beautiful ruby colour. A clean nose with good intensity. Complex aromas of leather, ripe sweet fruit and herbs over a base of fine oak. Palate: Potent and juicy with structure and good tenacity. The finish shows lots of spice and is ample, complex, long and persistent.",,https://www.alliancewine.com//images/products/BOTTLE_2895.png?mode=pad
3752,"La Tour Melas, Cyrus One, Achinos, Greece",Red Wine,Greece,Achinos," Agiorgitiko ,  Cabernet Franc , Merlot ",0,0,27.95,2017,"Dark ruby colour with raspberry reflections. First blueberries and raspberries intense notes with a delicate touch of flower. Then a blend of toasted oak and grilled meat flavours. Silky and soft mouthfeel, which then reveals a very pleasant wine.",,https://www.alliancewine.com//images/products/BOTTLE_3073.png?mode=pad
3751,"Bodegas Sumarroca, Cava Nuria Claverol Brut Reserva Pinot Noir, Rosé, DO Cava, Spain",Rosé Wine,Spain,Penedès,Pinot Noir ,4,3,27.95,2016,"Aromas of red fruits, bringing out touches of ripe cherry, strawberry and ripe plum. It is fresh with fine, elegant bubbles. ",,https://www.alliancewine.com//images/products/BOTTLE_3227.png?mode=pad
3750,"Rallo Azienda Agricola, Beleda, Catarratto, DOP Sicily",White Wine,Italy,Sicily,Catarratto ,5,2,27.95,2018,"Greenish yellow with straw hues. The bouquet of grapefruit, peach and lime entice you onto the palate which includes pineapple, apple and tropical fruit, Well balanced and round.",,https://www.alliancewine.com//images/products/BOTTLE_1605.png?mode=pad
3749,"Rallo Azienda Agricola, Beleda, Catarratto, DOP Sicily",White Wine,Italy,Sicily,Catarratto ,5,2,27.95,2017,"Greenish yellow with straw hues. The bouquet of grapefruit, peach and lime entice you onto the palate which includes pineapple, apple and tropical fruit, Well balanced and round.",,https://www.alliancewine.com//images/products/BOTTLE_1605.png?mode=pad
3748,"El Escocés Volante, Dos Dedos de Frente, Syrah, Viognier, DO Calatayud, Spain",Red Wine,Spain,Calatayud," Viognier , Syrah ",0,0,27.95,2018,"Unevolved and intense with light purple rim. Pronounced cassis and cigar box nose with lifted floral perfume and violets. Full and unctuous on the palate with intense black fruit characters, well integrated oak and a long glyceric finish.",,https://www.alliancewine.com//images/products/BOTTLE_2867.png?mode=pad
3747,"Bodegas Manzanos, Finca Manzanos Gran Reserva, DOCa Rioja, Spain",Red Wine,Spain,DOCa Rioja," Mazuelo , Tempranillo ",4,4,27.95,2001,"Tawny color, clean and bright. Elegant aroma and intense flavours of dried fruit, liquorice, spices, cocoa and coffee scents. Full bodied with delicate and silky tannins.",,https://www.alliancewine.com//images/products/BOTTLE_2634.png?mode=pad
3746,"Domaine Albert Belle, Crozes-Hermitage, Les Pierrelles, Rhône, France",Red Wine,France,Rhône,Syrah ,4,4,27.95,2019,"A rich, savoury example from one of the leading lights of the region. Well balanced with dark fruits and subtle spice combined with well integrated wood.",,https://www.alliancewine.com//images/products/BOTTLE_1655.png?mode=pad
3745,"Domaine Albert Belle, Crozes-Hermitage, Les Pierrelles, Rhône, France",Red Wine,France,Rhône,Syrah ,4,4,27.95,2018,"A rich, savoury example from one of the leading lights of the region. Well balanced with dark fruits and subtle spice combined with well integrated wood.",,https://www.alliancewine.com//images/products/BOTTLE_1655.png?mode=pad
3744,"Cal Batllet - Marc Ripoll, Llum d'Alena, DOQ Priorat, Spain",Red Wine,Spain,Priorat,Grenache ,4,4,27.95,2016,"Llum d’Alena is a wine full of flowery notes, fruits and herbs. Sweet on the entrance, it is intense, rounded, pleasing and easy to drink. A wine with plenty of fruit, structure and freshness, in perfect balance for easy drinking.",,https://www.alliancewine.com//images/products/BOTTLE_3414.png?mode=pad
3743,"Once Upon A Tree, The Wonder Pear Ice Wine, Herefordshire, England",White Wine,United Kingdom,Herefordshire," Conference , Comice ",0,0,26.95,2015,"Very powerful, a big palate with intense flavours of apricot, quince and a hint of soft caramel. Sweetness, acidity and a long, soft finish, perfectly balanced.",,-
3742,"Tenute Bosco, Piano dei Daini Etna Rosso DOC, Sicily, Italy ",Red Wine,Italy,Sicily," Nerello Cappuccio , Nerello Mescalese ",5,2,26.95,2017,Characterised on the nose with armoas of red fruits and a slight herbaceous and spicy note. Excellent tannic structure and uplifted by wonderful acidity.,,https://www.alliancewine.com//images/products/BOTTLE_3907.png?mode=pad
3741,"Tenute Bosco, Piano dei Daini Etna Rosso DOC, Sicily, Italy ",Red Wine,Italy,Sicily," Nerello Cappuccio , Nerello Mescalese ",5,2,26.95,2016,Characterised on the nose with armoas of red fruits and a slight herbaceous and spicy note. Excellent tannic structure and uplifted by wonderful acidity.,,https://www.alliancewine.com//images/products/BOTTLE_3907.png?mode=pad
3740,"Tenute Bosco, Piano dei Daini Etna Bianco DOC, Sicily, Italy",White Wine,Italy,Sicily," Minella ,  Inzolio,  Grecanico,  Cataratto, Carricante ",4,2,26.95,2019,"Zippy citrus fruit, white peaches and white flowers intermingled by mineral notes. This is really fresh, characterised by a wonderful level of acidity. The finish is sapid and long.",,https://www.alliancewine.com//images/products/BOTTLE_3906.png?mode=pad
3739,"Tenute Bosco, Piano dei Daini Etna Bianco DOC, Sicily, Italy",White Wine,Italy,Sicily," Minella ,  Inzolio,  Grecanico,  Cataratto, Carricante ",4,2,26.95,2018,"Zippy citrus fruit, white peaches and white flowers intermingled by mineral notes. This is really fresh, characterised by a wonderful level of acidity. The finish is sapid and long.",,https://www.alliancewine.com//images/products/BOTTLE_3906.png?mode=pad
3738,"EL Escoces Volante, El Mondongo, Vino Tinto de España, Spain",Red Wine,Spain,Calatayud," Bobal ,  Moristel ,  Garnacha ,  Syrah , Garnacha Tinta Fina ",0,0,26.95,2015,"Wildly aromatic with notes of wild red fruits and spice. The Syrah brings flesh and freshly ground pepper to the mix, whilst the subtle seasoning of Moristel, Garnacha Blanca and Bobal (locally known as Provechon) add gentle notes of lemon thyme and other Mediterranean herbs (ajedrea). A classic field blend from 5 parcels that redefines the concept of Old Vine Garnacha in Aragón.",,https://www.alliancewine.com//images/products/BOTTLE_3707.png?mode=pad
3737,"Bodegas Amaren, Ángeles de Amaren, Rioja, Spain",Red Wine,Spain,DOCa Rioja," Graciano , Tempranillo ",4,4,26.95,2015,"Cherry red. Incredibly intense fruit aromas over a delicate background of oak. Lactic nuances and spicy touches. Tasty and expressive with smooth, fresh tannins and balanced acidity. On the finish, it is long with reminiscences of red and black fruit. Fresh, lively and persistent.",,https://www.alliancewine.com//images/products/BOTTLE_3001.png?mode=pad
3736,"Domaine Michaut Freres, Chablis 1er Cru, Beauroy, Burgundy, France",White Wine,France,Burgundy,Chardonnay ,0,0,26.95,2019,"A vivid yellow with a hint of green. An expressive nose of white flowers, acacia and a round palate, expressive, slightly unctuous with a fine mineral return. Powerful and rich.",,https://www.alliancewine.com//images/products/BOTTLE_2480.png?mode=pad
3735,"Bodegas Manzanos, Finca Manzanos Crianza, DOCa Rioja, Spain (150cl.)",Red Wine,Spain,DOCa Rioja," Garnacha , Tempranillo  ",4,4,26.95,2016,"Aromatic and intense, lovely aromas of wild red berries, blossom, nutmeg and hints of sandalwood. Fresh, fruity and well balanced with sensations of raspberries, vanilla and cinnamon.",,https://www.alliancewine.com//images/products/BOTTLE_2152.png?mode=pad
3734,"Abel Mendoza, Jarrarte Oak Aged, Rioja, Spain",Red Wine,Spain,DOCa Rioja,Tempranillo ,4,4,26.95,2017,"Cherry red, purple and traces of violet. Subtle notes of cocoa, liquorice, and balsamic. It enters the mouth dry and structured.",,https://www.alliancewine.com//images/products/BOTTLE_1756.png?mode=pad
3733,"Abel Mendoza, Jarrarte Oak Aged, Rioja, Spain",Red Wine,Spain,DOCa Rioja,Tempranillo ,4,4,26.95,2016,"Cherry red, purple and traces of violet. Subtle notes of cocoa, liquorice, and balsamic. It enters the mouth dry and structured.",,https://www.alliancewine.com//images/products/BOTTLE_1756.png?mode=pad
3732,"Equipo Navazos, Navazos Niepoort, DO Jerez, Spain",White Wine,Spain,Jerez,Palomino Fino ,0,0,26.95,2018,"A white wine, from an elaboration between Equipo Navazos and Dirk Niepoort following the same rigorous criteria of the best winemakers two centuries ago. a) the palomino fino grape, b) sourced from the best vineyards, c) fermented in butt, d) making use only of wild yeast, e) aged under the veil of flor that would grow immediately after fermentation had stopped, f) without fortification. Navazos-Niepoort is a unique wine, with Sherry like aromas, limestone and chalk dust notes.
A wine full of character, vibrant, fresh and mineral, showing the pure expression of chalky soil.",,https://www.alliancewine.com//images/products/BOTTLE_1706.png?mode=pad
3731,"Equipo Navazos, Navazos Niepoort, DO Jerez, Spain",White Wine,Spain,Jerez,Palomino Fino ,0,0,26.95,2016,"A white wine, from an elaboration between Equipo Navazos and Dirk Niepoort following the same rigorous criteria of the best winemakers two centuries ago. a) the palomino fino grape, b) sourced from the best vineyards, c) fermented in butt, d) making use only of wild yeast, e) aged under the veil of flor that would grow immediately after fermentation had stopped, f) without fortification. Navazos-Niepoort is a unique wine, with Sherry like aromas, limestone and chalk dust notes.
A wine full of character, vibrant, fresh and mineral, showing the pure expression of chalky soil.",,https://www.alliancewine.com//images/products/BOTTLE_1706.png?mode=pad
3730,"Cal Batllet - Marc Ripoll, d'Iatra, DOQ Priorat, Spain",Red Wine,Spain,Priorat," Cabernet Sauvignon ,  Grenache , Carignan ",5,4,26.95,2014,"d’Iatra is a reflection of the wines made in Gratallops. It is a round, balanced and a ripe wine, which is still fresh and full of fresh red berry fruit and minerals – a great wine, wwhich is mouth filling but full od freshness and balance.",,-
3729,"Pazo Señorans, Albariño Colección, Rias Baixas, Spain",White Wine,Spain,Rias Baixas,Albariño ,3,4,26.95,2016,"Attractive pale yellow colour, a delicate nasal profile. Subtle citrus notes and lovely structure in the mouth.",,https://www.alliancewine.com//images/products/BOTTLE_2070.png?mode=pad
3728,"Château L’Escarelle, Croix d'Engardin Rosé, AOP Coteaux Varois en Provence",Rosé Wine,France,Côtes de Provence," Grenache , Syrah ",4,4,26.95,2020,"Aromas of fresh wild strawberry fruit, supported by pear, acacia blossom and white fruit notes on the palate.",,https://www.alliancewine.com//images/products/BOTTLE_4296.png?mode=pad
3727,"Terres Fidèles, Fidèle, Soleilla, AOP Maury Sec Rouge, Languedoc Roussillon, France",Red Wine,France,Languedoc & South West," Carignan , Grenache ",4,4,26.95,2019,"Dark brooding aromas, offering up refreshing raspberry coulis and layers of ripe Morello cherry. More dark fruits follow with exotic kirsch, blackberry and plum fading to reveal the more savoury, wild character of the Soleilla site and the characteristic fragrance of the Roussillon garrigue, with its juniper, rosemary and fennel. The palate is rich, round and full with opulent ripe fruit, hints of cassis and dark chocolate. The plush, rich texture of the Grenache is framed by the fresher acidity, firm tannic structure and concentration that the centennial Carignan adds but as important as the Carignan is in this wine, it is the Grenache that gives this wine its distinctiveness.",,https://www.alliancewine.com//images/products/BOTTLE_4108.png?mode=pad
3726,"Dominio de Cair, Seleccion de la Aguilera, DO Ribera del Duero, Spain",Red Wine,Spain,Ribera Del Duero," Merlot , Tempranillo ",4,2,26.95,2015,"A black cherry coloured wine, the nose is intensely perfumed with fine wood, leather, cigar box, dark chocolate and fruits. Full and powerful in the mouth, the sweet tannins and fruit are in perfect balance and leave a long finish.",,https://www.alliancewine.com//images/products/BOTTLE_3865.png?mode=pad
3725,"Manos Negras, Artesano Malbec, Paraje Altamira, Mendoza, Argentina",Red Wine,Argentina,Mendoza," Petit Verdot ,  Cabernet Franc ,  Cabernet Sauvignon , Malbec ",0,0,26.95,2018,The inclusion of a small percentage of Cabernet Franc intensifies the floral layer of the Malbec creating natural elegance that reminds us of an old world wine.,,https://www.alliancewine.com//images/products/BOTTLE_3792.png?mode=pad
3724,"Manos Negras, Artesano Malbec, Paraje Altamira, Mendoza, Argentina",Red Wine,Argentina,Mendoza," Petit Verdot ,  Cabernet Franc ,  Cabernet Sauvignon , Malbec ",0,0,26.95,2017,The inclusion of a small percentage of Cabernet Franc intensifies the floral layer of the Malbec creating natural elegance that reminds us of an old world wine.,,https://www.alliancewine.com//images/products/BOTTLE_3792.png?mode=pad
3723,"B Vintners, Lone Wolf, Cinsault Red, Stellenbosch, South Africa",Red Wine,South Africa,Stellenbosch,Cinsault ,0,0,26.95,2018,"Fresh strawberries and cherries with an underlying cinnamon and nutmeg spice. Fynbos shrub and flora unveil themselves with time in the glass. The wine is fresh and delightfully light of touch on palate, but holding a long and delicious finish.",,https://www.alliancewine.com//images/products/BOTTLE_3755.png?mode=pad
3722,"Produttori Di Manduria, Elegia, DOC, Puglia, Italy",Red Wine,Italy,Puglia,Primitivo ,4,2,26.95,2016,"A bright ruby red colour with garnet nuances, this is intense and complex. Aromas of ripe raspberry and blackberry as well as plum jam, with clean spicy, vanilla and balsamic notes. Dry, warm, soft, tannic, persistent and rounded out by the toasted notes.",,https://www.alliancewine.com//images/products/BOTTLE_3749.png?mode=pad
3721,"La Comarcal, Carmen, Valencia, DOP, Spain",Red Wine,Spain,DO Valencia,Bobal ,4,3,26.95,2017,"This purple coloured wine has a mineral freshness on the nose giving way to crisp red fruit aromas. Fresh in the mouth, with some Mediterranean herb character, this is an extremely elegant wine.",,https://www.alliancewine.com//images/products/BOTTLE_3638.png?mode=pad
3720,"Bouchié Chatellier, Pouilly Fumé, Argile á S, Loire, France",White Wine,France,Loire,Sauvignon Blanc ,2,4,26.95,2020,"This is a fresh aromatic mineral and fruity Pouilly Fumé, which is elegant, has plenty of length and a full body.",,https://www.alliancewine.com//images/products/BOTTLE_3594.png?mode=pad
3719,"Bouchié Chatellier, Pouilly Fumé, Argile á S, Loire, France",White Wine,France,Loire,Sauvignon Blanc ,2,4,26.95,2019,"This is a fresh aromatic mineral and fruity Pouilly Fumé, which is elegant, has plenty of length and a full body.",,https://www.alliancewine.com//images/products/BOTTLE_3594.png?mode=pad
3718,"Mabis, Biscardo Rosapasso, IGT, Veneto, Italy (150cl.)",Rosé Wine,Italy,Veneto,Pinot Nero ,3,4,26.95,2020,"A brilliant rosé colour, the bouquet of elegant wild strawberry and cherry lead onto the smooth and harmonic palate.",,https://www.alliancewine.com//images/products/BOTTLE_3568.png?mode=pad
3717,"Mabis, Biscardo Rosapasso, IGT, Veneto, Italy (150cl.)",Rosé Wine,Italy,Veneto,Pinot Nero ,3,4,26.95,2019,"A brilliant rosé colour, the bouquet of elegant wild strawberry and cherry lead onto the smooth and harmonic palate.",,https://www.alliancewine.com//images/products/BOTTLE_3568.png?mode=pad
3716,"Mount Edward, Gamay, Central Otago, New Zealand",Red Wine,New Zealand,Central Otago,Gamay ,0,0,25.95,2020,"Aromas of rasberry and blueberrys with herbal savoury notes. On the palate it is a refreshing combination of crunchy refreshing acidity, bright fruit flavours with some undertones of savoury complexity.",,https://www.alliancewine.com//images/products/BOTTLE_3478.png?mode=pad
3715,"Thistledown, Vagabond Grenache, Blewitt Springs, McLaren Vale, South Australia, Australia",Red Wine,Australia,South Australia,Grenache ,5,3,25.95,2019,"This wine possesses a beautifully complex, aromatic nose of violets, wild cherry, rosemary and warming spice. The palate is energetic yet polished and smooth with vibrant cherry, spice, wild strawberry and liquorice on the palate. Medium bodied but multi-layered and textural with a very long, aromatic finish.",,https://www.alliancewine.com//images/products/BOTTLE_3107.png?mode=pad
3714,"Tenuta Olim Bauda, Le Rocchette, Barbera d'Asti Superiore, DOCG, Piedmont, Italy",Red Wine,Italy,Piedmont,Barbera ,4,4,25.95,2017,"Garnet red with purple hues. On the nose it shows complex, subtle, deep aromas with well balanced notes of ripened fruit, plum, cocoa and spice. To the palate is soft and harmonious, well structured and properly alcoholic with sweet and fine-grained tannins that give the wine proper fullness. It has a persistent and enticing close.",,https://www.alliancewine.com//images/products/BOTTLE_2949.png?mode=pad
3713,"Tenuta Olim Bauda, Le Rocchette, Barbera d'Asti Superiore, DOCG, Piedmont, Italy",Red Wine,Italy,Piedmont,Barbera ,4,4,25.95,2016,"Garnet red with purple hues. On the nose it shows complex, subtle, deep aromas with well balanced notes of ripened fruit, plum, cocoa and spice. To the palate is soft and harmonious, well structured and properly alcoholic with sweet and fine-grained tannins that give the wine proper fullness. It has a persistent and enticing close.",,https://www.alliancewine.com//images/products/BOTTLE_2949.png?mode=pad
3712,"Domaine Francois Crochet, Sancerre Rosé, Loire, France",Rosé Wine,France,Loire,Pinot Noir ,2,4,25.95,2020,"Pale Salmon pink colour, very fine notes of fresh red fruits on the nose which is continued on the well balanced palate.",,https://www.alliancewine.com//images/products/BOTTLE_2703.png?mode=pad
3711,"Domaine Francois Crochet, Sancerre Rosé, Loire, France",Rosé Wine,France,Loire,Pinot Noir ,2,4,25.95,2019,"Pale Salmon pink colour, very fine notes of fresh red fruits on the nose which is continued on the well balanced palate.",,https://www.alliancewine.com//images/products/BOTTLE_2703.png?mode=pad
3710,"Domaine Les Vieux Murs, Pouilly-Fuissé, Burgundy, France",White Wine,France,Burgundy,Chardonnay ,0,0,25.95,2020,"This appellation is often overlooked, a crime! An intense mineral and citrus character with strong hints of complex nutty, buttery flavours. Very well balanced with crisp acidity and good texture, this is a concentrated yet elegant wine.",,https://www.alliancewine.com//images/products/BOTTLE_2636.png?mode=pad
3709,"Domaine Les Vieux Murs, Pouilly-Fuissé, Burgundy, France",White Wine,France,Burgundy,Chardonnay ,0,0,25.95,2019,"This appellation is often overlooked, a crime! An intense mineral and citrus character with strong hints of complex nutty, buttery flavours. Very well balanced with crisp acidity and good texture, this is a concentrated yet elegant wine.",,https://www.alliancewine.com//images/products/BOTTLE_2636.png?mode=pad
3708,"Bodegas Manzanos, Voché Graciano, DOCa Rioja, Spain",Red Wine,Spain,DOCa Rioja,Graciano ,4,4,25.95,2017,"A brilliant ruby red wine, with intense aromas of black fruits combined with spice, prunes, dates, black chocolate and toffee. A well structured mouth-feel, dense, well balanced with a high concentration of ripe tannins. Long and complex black fruit and spice finish.",,https://www.alliancewine.com//images/products/BOTTLE_2627.png?mode=pad
3707,"Guerila, Cabernet Franc Selection, Vipava Valley, Slovenia",Red Wine,Slovenia,Vipava Valley,Cabernet Franc ,0,0,25.95,2018,"Intense garnet red colour with ruby hues. It displays typical varietal characteristics of Cabernet Franc. Very complex aroma and flavour of dry plums, forest undergrowth, wild leather, tobacco and pepper. A rich, full body with an exceptionally long aftertaste and pleasing freshness. 
",,https://www.alliancewine.com//images/products/BOTTLE_2594.png?mode=pad
3706,"Guerila, Barbera Selection, Primorska, Slovenia",Red Wine,Slovenia,Vipava Valley,Barbera ,0,0,25.95,2018,"Intense garnet red colour with violet hues. It displays varietal characteristics of Barbera. Very complex aroma and flavour of ripe blackberries, forest undergrowth, plums, liquorice, graphite. A rich, full body with an exceptionally long aftertaste and pleasing freshness.",,https://www.alliancewine.com//images/products/BOTTLE_2593.png?mode=pad
3705,"Guerila, Barbera Selection, Primorska, Slovenia",Red Wine,Slovenia,Vipava Valley,Barbera ,0,0,25.95,2017,"Intense garnet red colour with violet hues. It displays varietal characteristics of Barbera. Very complex aroma and flavour of ripe blackberries, forest undergrowth, plums, liquorice, graphite. A rich, full body with an exceptionally long aftertaste and pleasing freshness.",,https://www.alliancewine.com//images/products/BOTTLE_2593.png?mode=pad
3704,"Riecine, Chianti Classico, DOCG, Tuscany, Italy",Red Wine,Italy,Chianti,Sangiovese ,3,4,25.95,2019,"Pale crimson red colour. This has an exciting nose and bright acidity. Succulent, red fruit with fine, powerful tannins. This Sangiovese has taken on a Pinot Noir like guise.",,https://www.alliancewine.com//images/products/BOTTLE_1121.png?mode=pad
3703,"Riecine, Chianti Classico, DOCG, Tuscany, Italy",Red Wine,Italy,Chianti,Sangiovese ,3,4,25.95,2018,"Pale crimson red colour. This has an exciting nose and bright acidity. Succulent, red fruit with fine, powerful tannins. This Sangiovese has taken on a Pinot Noir like guise.",,https://www.alliancewine.com//images/products/BOTTLE_1121.png?mode=pad
3702,"Bodegas Bernabeleva, Manchomuelas, DO Madrid, Spain",White Wine,Spain,Sierra de Gredos,Field Blend ,0,0,25.95,2017,"Floral, stone fruits with orange blossom peeking through. Bright, fresh, hints of minerality... this wine doesn't dissapoint! Tiny quantity produced, get it while you can.",,https://www.alliancewine.com//images/products/BOTTLE_3402.png?mode=pad
3701,"Cantalapiedra Viticultores, Majuelo del Chiviritero, Vino de la Tierra de Castilla y Léon, Spain",White Wine,Spain,Castilla y León,Verdejo ,4,4,25.95,2017,"Natural and ripe, this is incredibly well made Verdejo, with just the right amount of oak.  Straw coloured, with a medley of tropical Fruit in the nose",,https://www.alliancewine.com//images/products/BOTTLE_3412.png?mode=pad
3700,"Domaine Klur, Gewürztraminer, Alsace, France",White Wine,France,Alsace,Gewürztraminer ,4,2,25.95,2015,"A golden yellow colour and a captivating rose, pickled mango and lychee aroma which is well balanced on the palate with a touch of residual sugar and excellent acidity. A surprisingly lengthy finish. Semi-dry!",,https://www.alliancewine.com//images/products/BOTTLE_2642.png?mode=pad
3699,"Domaine Jaeger-Defaix, Rully, Rouge, Burgundy, France",Red Wine,France,Burgundy,Pinot Noir ,0,0,25.95,2019,"Beautiful bright ruby-red colour. Aromas of raspberry, red currant and blackberry. Pretty and refined on the nose. On the palate there is an abundance of red fruit and a touch of spice. The tannin structure is silky creating an elegant Pinot Noir that is supple and fresh.",,https://www.alliancewine.com//images/products/BOTTLE_2407.png?mode=pad
